File,relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source,source_type,source_link,source_date
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild (MMSE 21-26),,,,Treatment,Rivastigmine Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Mild (MMSE 21-26),,,,Treatment,Galantamine Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (MMSE 10-20),,,,Treatment,Donepezil Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (MMSE 10-20),,,,Treatment,Rivastigmine Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (MMSE 10-20),,,,Treatment,Galantamine Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Moderate (MMSE 10-20),,,,Treatment,Donepezil Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Severe (MMSE <10),,,,Treatment,Donepezil Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STAGE_TREATMENT,,,,Stage,Severe (MMSE <10),,,,Treatment,Memantine Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Donepezil Treatment (NICE),,,,Evidence,High quality (Level A),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Rivastigmine Treatment (NICE),,,,Evidence,Moderate quality (Level B),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Rivastigmine Patch Treatment (NICE),,,,Evidence,Moderate quality (Level B),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Galantamine Treatment (NICE),,,,Evidence,Moderate quality (Level B),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Galantamine Treatment moderate hepatic impairment (NICE),,,,Evidence,Moderate quality (Level B),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Memantine Treatment (NICE),,,,Evidence,High quality (Level A),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Memantine Treatment renal impairment 1 (NICE),,,,Evidence,High quality (Level A),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Memantine Treatment renal impairment 2 (NICE),,,,Evidence,High quality (Level A),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Memantine Treatment renal impairment 3 (NICE),,,,Evidence,High quality (Level A),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Haloperidol Treatment (NICE),,,,Evidence,High quality (Level A),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,TREATMENT_EVIDENCE_LEVEL,,,,Treatment,Risperidone Treatment (NICE),,,,Evidence,High quality (Level A),,SR,https://www.medicines.org.uk/emc/product/4353/smpc,2023-01-15
alzheimer_kg.csv,DISEASES_TREATMENT,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Treatment,Donepezil Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Donepezil Treatment (NICE),Guideline,15126,DB00843,drug,Donepezil,DrugBank,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_STEP,,,,Treatment,Donepezil Treatment (NICE),,,,Step,Donepezil Treatment (NICE) (1),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Donepezil Treatment (NICE) (1),,,,Dosage,Donepezil 5mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DOSAGE_DURATION,,,,Dosage,Donepezil 5mg/day,,,,Duration,1 month,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_STEP,,,,Step,Donepezil Treatment (NICE) (1),,,,Step,Donepezil Treatment (NICE) (2),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Donepezil Treatment (NICE) (2),,,,Dosage,Donepezil 10mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_POPULATION,,,,Step,Donepezil Treatment (NICE) (2),,,,Population,increased if tolerated and necessary,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_EFFECTIVENESS,,,,Treatment,Donepezil Treatment (NICE),,,,Effectiveness,Significant improvement in cognitive scores and daily activities,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_POPULATION,,,,Treatment,Donepezil Treatment (NICE),,,,Population,Mild to Severe Alzheimer's Disease (MMSE 0-26),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DISEASES_TREATMENT,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Treatment,Galantamine Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Galantamine Treatment (NICE),Guideline,15113,DB00674,drug,Galantamine,DrugBank,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_STEP,,,,Treatment,Galantamine Treatment (NICE),,,,Step,Galantamine Treatment (NICE) (1),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Galantamine Treatment (NICE) (1),,,,Dosage,Galantamine 8mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DOSAGE_DURATION,,,,Dosage,Galantamine 8mg/day,,,,Duration,4 week,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_STEP,,,,Step,Galantamine Treatment (NICE) (1),,,,Step,Galantamine Treatment (NICE) (2),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Galantamine Treatment (NICE) (2),,,,Dosage,Galantamine 16mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DOSAGE_DURATION,,,,Dosage,Galantamine 16mg/day,,,,Duration,least 4 week,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_STEP,,,,Step,Galantamine Treatment (NICE) (2),,,,Step,Galantamine Treatment (NICE) (3),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Galantamine Treatment (NICE) (3),,,,Dosage,Galantamine 16-24mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_POPULATION,,,,Treatment,Galantamine Treatment (NICE),,,,Population,Mild to moderate Alzheimer's Disease (MMSE 0-26),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Galantamine Treatment moderate hepatic impairment (NICE),Guideline,15113,DB00674,drug,Galantamine,DrugBank,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_STEP,,,,Treatment,Galantamine Treatment moderate hepatic impairment (NICE),,,,Step,Galantamine Treatment moderate hepatic impairment (NICE) (1),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Galantamine Treatment moderate hepatic impairment (NICE) (1),,,,Dosage,Galantamine 8mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DOSAGE_DURATION,,,,Dosage,Galantamine 8mg/day,,,,Duration,1 week,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_STEP,,,,Step,Galantamine Treatment moderate hepatic impairment (NICE) (1),,,,Step,Galantamine Treatment moderate hepatic impairment (NICE) (2),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Galantamine Treatment moderate hepatic impairment (NICE) (2),,,,Dosage,Galantamine 8-16mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DOSAGE_DURATION,,,,Dosage,Galantamine 8-16mg/day,,,,Duration,4 week,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_POPULATION,,,,Treatment,Galantamine Treatment moderate hepatic impairment (NICE),,,,Population,moderate hepatic impairment,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_POPULATION,,,,Treatment,Galantamine Treatment moderate hepatic impairment (NICE),,,,Population,Mild to moderate Alzheimer's Disease (MMSE 0-26),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Rivastigmine Treatment (NICE),Guideline,17174,DB00989,drug,Rivastigmine,Guideline,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_DOSAGE,,,,Treatment,Rivastigmine Treatment (NICE),,,,Dosage,Rivastigmine 1.5-6.0 twice daily,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_POPULATION,,,,Treatment,Rivastigmine Treatment (NICE),,,,Population,Mild to Severe Alzheimer's Disease (MMSE 0-26),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Rivastigmine Patch Treatment (NICE),Guideline,17174,DB00989,drug,Rivastigmine,Guideline,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_STEP,,,,Treatment,Rivastigmine Patch Treatment (NICE),,,,Step,Rivastigmine Patch Treatment (NICE) (1),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Rivastigmine Patch Treatment (NICE) (1),,,,Dosage,Rivastigmine Patch 4.6mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DOSAGE_DURATION,,,,Dosage,Rivastigmine Patch 4.6mg/day,,,,Duration,4 week,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_STEP,,,,Step,Rivastigmine Patch Treatment (NICE) (1),,,,Step,Rivastigmine Patch Treatment (NICE) (2),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Rivastigmine Patch Treatment (NICE) (2),,,,Dosage,Rivastigmine Patch 9.5mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DOSAGE_DURATION,,,,Dosage,Rivastigmine Patch 9.5mg/day,,,,Duration,6 week,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_STEP,,,,Step,Rivastigmine Patch Treatment (NICE) (2),,,,Step,Rivastigmine Patch Treatment (NICE) (3),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,STEP_DOSAGE,,,,Step,Rivastigmine Patch Treatment (NICE) (3),,,,Dosage,Rivastigmine Patch 13.3mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_POPULATION,,,,Treatment,Rivastigmine Patch Treatment (NICE),,,,Population,Mild to moderate Alzheimer's Disease (MMSE 0-26),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DISEASES_TREATMENT,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Treatment,Memantine Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Memantine Treatment (NICE),Guideline,-54,DB01043,drug,Memantine,DrugBank,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_DOSAGE,,,,Treatment,Memantine Treatment (NICE),,,,Dosage,Memantine 5-20 mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_EFFECTIVENESS,,,,Treatment,Memantine Treatment (NICE),,,,Effectiveness,Significant improvement in cognitive decline and behavioral symptoms,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_POPULATION,,,,Treatment,Memantine Treatment (NICE),,,,Population,Moderate to severe Alzheimer's Disease (MMSE < 20),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DISEASES_TREATMENT,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Treatment,Memantine Treatment renal impairment 1 (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Memantine Treatment renal impairment 1 (NICE),Guideline,-54,DB01043,drug,Memantine,DrugBank,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_DOSAGE,,,,Treatment,Memantine Treatment renal impairment 1 (NICE),,,,Dosage,Memantine 10-20 mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_EFFECTIVENESS,,,,Treatment,Memantine Treatment renal impairment 1 (NICE),,,,Effectiveness,Significant improvement in cognitive decline and behavioral symptoms,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_POPULATION,,,,Treatment,Memantine Treatment renal impairment 1 (NICE),,,,Population,eGFR is 30–49 mL/minute/1.73 m²,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DISEASES_TREATMENT,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Treatment,Memantine Treatment renal impairment 2 (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Memantine Treatment renal impairment 2 (NICE),Guideline,-54,DB01043,drug,Memantine,DrugBank,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_DOSAGE,,,,Treatment,Memantine Treatment renal impairment 2 (NICE),,,,Dosage,Memantine 10 mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_EFFECTIVENESS,,,,Treatment,Memantine Treatment renal impairment 2 (NICE),,,,Effectiveness,Significant improvement in cognitive decline and behavioral symptoms,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_POPULATION,,,,Treatment,Memantine Treatment renal impairment 2 (NICE),,,,Population,eGFR is 5 - 29 mL/minute/1.73 m²,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DISEASES_TREATMENT,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Treatment,Haloperidol Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Haloperidol Treatment (NICE),Guideline,14952,DB00502,drug,Haloperidol,DrugBank,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_DOSAGE,,,,Treatment,Haloperidol Treatment (NICE),,,,Dosage,Haloperidol 0.5-5 mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_DOSAGE,,,,Treatment,Haloperidol Treatment (NICE),,,,Duration,no more than 6 weeks,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DISEASES_TREATMENT,,28780,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,disease,Alzheimer disease,MONDO_grouped,,,Treatment,Risperidone Treatment (NICE),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_TREATMENT,,,,Treatment,Risperidone Treatment (NICE),Guideline,14223,DB00734,drug,Risperidone,DrugBank,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,TREATMENT_DOSAGE,,,,Treatment,Risperidone Treatment (NICE),,,,Dosage,Risperidone 0.5-5 mg/day,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DOSAGE_DURATION,,,,Dosage,Risperidone 0.5-5 mg/day,,,,Duration,no more than 6 weeks,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Nausea,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Vomiting,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Anorexia,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Diarrhea,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Muscle cramps,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Syncope,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Headache,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Dizziness,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Abnormal dreams,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Hallucinations,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Agitation,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Aggression,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Urinary incontinence,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Rash,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Pruritus,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Extrapyramidal symptoms,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Sinoatrial block,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Atrioventricular (AV) block,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Liver dysfunction (including hepatitis),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Neuroleptic malignant syndrome (NMS),,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Fatigue,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,22,DB00843,drug,Donepezil,DrugBank,,,SideEffect,Insomnia,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Vomiting,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Nausea,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Abdominal pain,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Diarrhoea,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Dyspepsia,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
alzheimer_kg.csv,DRUG_SIDE_EFFECT,,9,DB00674,drug,Galantamine,DrugBank,,,SideEffect,Decreased appetite,,Guideline,https://cks.nice.org.uk/topics/dementia/,2024-04-01
